,title,byline,dates
3071,Just-in-time deliveries spur metals hedging,"Ng, Eric.",2-Jul-14
3072,Foreign brands lose mainland market share to domestic firms: Domestic rivals win over consumers with 'star' products and boost advertising,"Sun, Celine.",2-Jul-14
3073,Shanghai cuts negative list to woo foreign investment: Overseas firmswill gain access to more sectors but free-trade zone's limited geographic size poses obstacle in sparking investment spree,"Ren, Daniel.",2-Jul-14
3074,"Hong Kong's public housing policy a homewrecker for poor couples: Hong Kong'spublic flat policy rewards divorce among the poor, and helps perpetuate inequality","Wong, Richard.",2-Jul-14
3075,100-fold rise in seizures of illegal 'red gold' timber: HK$16m of endangered red sandalwood found last month alone as smugglers chase big profits,"Lo, Clifford.",2-Jul-14
3076,Ageing East Kowloon school campuses miss government standards: Almost 80pcof East Kowloon secondary school campuses fall short of government standards - yet most new sites go to international schools,"Tam, Johnny.",2-Jul-14
3077,Amount of illegal 'red gold' timber seized rises by 100: HK$16m of endangered red sandalwood found last month alone as smugglers chase big profits,"Lo, Clifford.",2-Jul-14
3078,"Father questions hospital treatment after boy, 8, dies of encephalitis: Sha Tin councillor to meet hospital bosses over death of boy, 8, from encephalitis","Wong, Olga; Lo, Wei.",2-Jul-14
3079,Five injured in high-speed chase,,2-Jul-14
3080,Reforestation plan for Hong Kong's highest peak Tai Mo Shan: Conservationists aim to regrowthe lush forests that once covered Hong Kong's highest peak,"Kao, Ernest.",2-Jul-14
3081,Hongkongers voice privacy fears after Facebook's 'ethically wrong' study,"Choi, Christy; Michael de Waal-Montgomery.",2-Jul-14
3082,"Putting fears into words to help fight breast cancer: Book that addressespatients' anxieties published by Breast Cancer Foundation chairwoman, who speaks from experience","Lo, Wei.",2-Jul-14
3083,The Cat Street Gallery,,2-Jul-14
3084,Fresh,,2-Jul-14
3085,Mr Morgan's Last Love (IIA) (French & English),,2-Jul-14
3086,Berry helps Woods' cause with a 'natural',"Cox, Michael.",2-Jul-14
3087,Champion rider happy to finally 'Hit a Home Run' for compatriot,,2-Jul-14
3088,Prebble and Callan suffer mixed fortunes as end of season nears,,2-Jul-14
3089,"Sun sets on Moore winner after stunning four-timer: Top horsemanhas a day out with a string of victories, but reveals the last of the quartet is to be retired with star sprinter to take his place","Aitken, Alan.",2-Jul-14
3090,Title out of sight but 'Magic Man' shines with brace,"Aitken, Alan.",2-Jul-14
3091,Trainer's Novel approach helps him reach benchmark,,2-Jul-14
3092,Waterhouse stint looms for hard-working Leung,"Cox, Michael.",2-Jul-14
3093,Too smart,,2-Jul-14
3094,BASEBALL: Major League Baseball.,,2-Jul-14
3095,Britain's cooling measures to hit property price growth,"Sito, Peggy; Bloomberg.",2-Jul-14
3096,Curbs in store as HK home prices increase,,2-Jul-14
3097,Mainland developer Landsea targets high-end upgraders with green homes: Developer highlights green features in luxury sector while boosting sales to first-home buyers,"Chiang, Langi.",2-Jul-14
3098,Policy slant towards housing 'infringing the rights of developers',"Liu, Yvonne.",2-Jul-14
3099,"Leung Chun-ying's housing push puts industrial sector out: Chief executive'sfocus on building homes is making space for other uses scarce, say critics who want to a see a broader development plan","Sito, Peggy; Liu, Yvonne.",2-Jul-14
3100,"Landsea's Tian Ming leverages green expertise during property downturn: Landsea Group chairman Tian Ming is counting on the company's expertise in green technology and a light-asset business model to ride out the slump, while keeping an eye out for acquisitions","Chiang, Langi.",2-Jul-14
3101,"Beijing unmoved by massive rally turnout, say advisers: As fallout fromprotest spreads, advisers warn of social and financial crisis if conflict over the city's pro-democracy movement escalates","Cheung, Gary; Wan, Adrian.",3-Jul-14
3102,Top commanders back Xi's anti-graft drive,,3-Jul-14
3103,Hong Kong pan-democrats must show true leadership,"Lo, Alex.",3-Jul-14
3104,"Talking Points, July 3, 2014",,3-Jul-14
3105,"Who Said It? July 3, 2014",,3-Jul-14
3106,"Hong Kong anti-drugs body pushes drug testing, despite opposition","Lo, Wei.",3-Jul-14
3107,Huge business delegation accompanies Xi Jinping to Seoul,"Ng, Teddy.",3-Jul-14
3108,Ivory prices triple for Chinese workshop owners,"Lee, Danny.",3-Jul-14
3109,Technology leading the fight against poaching in Nepal: Conservation group experimenting with Google Glass and drones to protect endangered species,"Bhandari, Bibek.",3-Jul-14
3110,"Chief executive should consider his position, suggests Liberal leader James Tien","Cheung, Gary; Lam, Jeffie.",3-Jul-14
3111,"Moderate reform plan still possible despite vote, says former Hong Kong chief secretary Anson Chan","Lam, Jeffie.",3-Jul-14
3112,Police action 'unnecessary': Student federation officialsays decision to haul away more than 500 protesters in Central was wrong as they had said they would leave at 8am,"Tsang, Emily; Lau, Jessie.",3-Jul-14
3113,Police enlist pressure-point tactics to clear Chater Road,"Lo, Clifford; Kao, Ernest; Chan, Samuel; Ngo, Jennifer.",3-Jul-14
3114,"Sit-in participants endure arrests, little sleep for their cause",Staff Reporters.,3-Jul-14
3115,"China news in brief, July 3, 2014",,3-Jul-14
3116,"Is corruption all in the mind?: Mainland researchsuggests that graft may have a physiological basis, and that some people's brains are hard-wired for bribery","Chen, Stephen.",3-Jul-14
3117,"State media under spotlight in widening graft audits: People's Daily, Xinhua and state broadcaster CCTV join growing list of Xi Jinping's 'victims'","Huang, Cary.",3-Jul-14
3118,Fell in front of train,,3-Jul-14
3119,Japanese PM Shinzo Abe wrong to roll back pacifist constitution,,3-Jul-14
3120,"Letters Question, July 03, 2014",,3-Jul-14
3121,"Letters to the Editor, July 03, 2014",,3-Jul-14
3122,NETs are making a huge difference to students' confidence,,3-Jul-14
3123,"Now that the people have spoken, officials must handle their demands seriously",,3-Jul-14
3124,Hong Kong's Mass Transit Railway system shows off its colours,,3-Jul-14
3125,"China uptick, easy money drive demand for HKD","Weinland, Don.",3-Jul-14
3126,Hong Kong's simple answer to its industrial land space puzzle,"van der kamp, Jake.",3-Jul-14
3127,Chart of the day: The smartphone effect,,3-Jul-14
3128,events,,3-Jul-14
3129,Offshore bond issues gain pace among mainland firms: Offshore listing activitylikely to wane in the second half after Alibaba's mega-IPO saps liquidity in New York and investor sentiment cools in HK,"Weinland, Don.",3-Jul-14
3130,China United Airlines converted into budget carrier: Parent China Eastern says move is intended to create mainland's biggest low-cost airline,"Jiang, Sijia.",3-Jul-14
3131,"Developers expected to slash house prices to ease housing inventory oversupply: Risinghousing inventory and sluggish sales are expected to force the hand of property firms needing to clear stock amid slump, analysts say","Chiang, Langi.",3-Jul-14
3132,"Lenovo expects all-clear for IBM, Motorola Mobility deals","Perez, Bien.",3-Jul-14
3133,"H-share listings may top 2006 record as mainland firms skirt CSRC quotas: Firms deterredby long wait and restrictions switch focus to HK, raising the prospect ofa record number of candidates this year","Ng, Eric.",3-Jul-14
3134,"Constitutional crunch crimps Hong Kong competitiveness: For the administration to get on with real business, the city's leaders should learn to live with the shortcomings in its political system","Dodwell, David.",3-Jul-14
3135,Hong Kong's political future looks bleak,,3-Jul-14
3136,"The View: Listen and learn: Surveyshowshuge gap between corporate office view of satisfaction and those of customers, but there's the grey area in between that can only be addressed through direct contact","Vines, Stephen.",3-Jul-14
3137,"Bosses plan hiring spree in second half of year, survey shows: Almost 50 per cent of employers will increase headcount, survey reveals","Siu, Phila.",3-Jul-14
3138,Happy Valley soccer players charged over match-fixing allegations: Court date for two players and deputy manager as chairman criticises decision to suspend club,Chan Kin-wa.,3-Jul-14
3139,Hui/Kwok trial: SHKP 'persuaded transport officials' on Ma Wan buses: Corruption trialhears that site was to be accessible only by ferry until firm persuaded Transport Department to change its mind,"Chiu, Austin.",3-Jul-14
3140,Sha Tin-Central MTR delay now at 11 months,,3-Jul-14
3141,Egg and Lamb is dish of the day,,3-Jul-14
3142,Full of character,"Nip, Amy.",3-Jul-14
3143,"HSBC worker helped scammers to withdraw HK$15m, hears court: Officer is accused of providing con artists with the details of two customers from the mainland","Chu, Julie.",3-Jul-14
3144,"Speed of construction is draw of the mainland for Hong Kong architects: Unhampered by Hong Kong'scomplex regulations, mainland projects go past in a whirl, says architect working in Qianhai special economic zone","Zhao, Shirley.",3-Jul-14
3145,UCLA chief says HK students beat American peers: Chancellor Gene Block opens top university's first Asian office in city in bid to bolster links,Michael de Waal-Montgomery.,3-Jul-14
3146,Airport's dolphin experts told: show us your evidence: Consultants backing third runway project accused of guesswork and misleading public,"Chi-fai, Cheung.",3-Jul-14
3147,Filibuster delays innovation and technology bureau proposal: People Power duodrag out meeting in protest against new-towns plan,"Cheung, Tony.",3-Jul-14
3148,Housing Authority set to increase rents for public flats by 10 per cent,"Wong, Olga.",3-Jul-14
3149,The 100-Year-Old Man Who Climbed Out the Window and Disappeared (IIB) (English & Swedish),,3-Jul-14
3150,Art Projects Gallery,,3-Jul-14
3151,Remaster vs Appropriating the Classics,,3-Jul-14
3152,Ambitious Kitchee out to become a force in Asia: Champions bank on new coach and new training facility to strengthen the team,Chan Kin-wa.,3-Jul-14
3153,Hong Kong back on top of rich-list stakes: Jockey Clubboosts prize money for international day and its spring features to remain a global force and combat growing competition,"Aitken, Alan.",3-Jul-14
3154,Tipping point,,3-Jul-14
3155,Lawmaker Wong Yuk-man arrested over glass-throwing incident involving chief executive: Lawmakerarrives at station in Central to be arrested on suspicion of assault after incident involving chief executive at Legco meeting,"Ng, Joyce; Lo, Clifford.",5-Jul-14
3156,Modi's visit to Kashmir sparks general strike,,5-Jul-14
3157,Organisers of July 1 democracy rally arrested for 'slowing down march': Five organisersreleased on bail last night claim 'political persecution' after being suspected of slowing down democracy rally to a snail's pace,"Ng, Joyce; Cheung, Tony.",5-Jul-14
3158,Hong Kong's Cardinal Zen and the art of anti-communism,"Lo, Alex.",5-Jul-14
3159,"What You Liked, July 5, 2014",,5-Jul-14
3160,"Who Said It? July 5, 2014",,5-Jul-14
3161,Economic manager the latest Chinese agency to criticise Occupy Central,"Man-ki, Kwong.",5-Jul-14
3162,Organisers of July 1 democracy rally claim their arrests are 'political persecution',"Ng, Joyce; Cheung, Tony.",5-Jul-14
3163,"People's Daily review of Li Peng memoir hails his 'Yanan spirit': Ex-premier's children inherited revolutionary virtues, says People's Daily survey of memoir","Li, Jing.",5-Jul-14
3164,"Walter Kwok became suspicious and made false accusations, witness tells Hong Kong court: Sun Hung Kai Propertiesexecutive director tells corruption trial eldest brother made false accusations against relatives following his abduction","Yiu, Enoch.",5-Jul-14
3165,"Shanghai has high hopes for its glittering new exhibition space - but will they be disappointed?: With Shanghai set to open another exhibition centre, there's a feeling it's missing the point","Ren, Daniel.",5-Jul-14
3166,"Student workers at Dongguan factory were under-age, state media claim: State media says192 underage labourers were given fake papers for jobs at Dongguan plant","Chen, Andrea.",5-Jul-14
3167,"China news in brief, July 5, 2014",,5-Jul-14
3168,Retired Guangdong official Li Ruohong under investigation for 'discipline violations',Zhuang Pinghui.,5-Jul-14
3169,Education Bureau failed to safeguard future of DSS school,,5-Jul-14
3170,Executive and legislature must restore an orderly working relationship,,5-Jul-14
3171,Indonesia's forests should not be sacrificed in growth drive,,5-Jul-14
3172,"Letters Question, July 05, 2014",,5-Jul-14
3173,"Letters to the Editor, July 05, 2014",,5-Jul-14
3174,Beijing crackdown nets five more fund managers: Market shake-up expected as Beijing shows zero tolerance for insider trading,"Ren, Daniel.",5-Jul-14
3175,China Resources ignores calls from activist over mine 'irregularities': Shareholder activist calls on China Resources chairman Fu Yuning to cancel coal mine deal,"Ng, Eric.",5-Jul-14
3176,HK loses shine in MPF report card: Fundsbring average gainof 2 per cent for the first half but investment schemes dedicated to local and mainland equities yield negative returns,"Moiseiwitsch, Jasper.",5-Jul-14
3177,Premier Li Keqiang boosts hopes of economic rebound,"Ruan, Victoria.",5-Jul-14
3178,Chart of the day: Lowest of the low,,5-Jul-14
3179,events,,5-Jul-14
3180,"Ma looks to work his magic on the mainland's dairy industry: From mediato online financial services and milk products, Alibaba boss is steadily building a conglomerate that will touch many people's lives","Perez, Bien.",5-Jul-14
3181,MTR's delay disclosures to be judged in awards,Toh Han Shih.,5-Jul-14
3182,"A banker with an eye on diversity, not money: Ana McCarthy'sjob at Citigroup is to ensure all staff are provided equal opportunities, making the lender perform better and bringing in profits","Yiu, Enoch.",5-Jul-14
3183,Princelings and patronage pose barriers to cleaner IPOs,,5-Jul-14
3184,"Trust me - I'm an expert, but even experts can get it wrong",,5-Jul-14
3185,"'Disconnect' between government and the people, says Zeman","Nip, Amy.",5-Jul-14
3186,8 arrested over triad face-off last month,,5-Jul-14
3187,"Backlash against Beijing's white paper 'wholly reasonable', says Chris Patten","Lee, Ada.",5-Jul-14
3188,HK authorities seek to tighten rules on guest houses: Proposed law changeswill plug guest-house licensing loopholes and give government more power to crack down on illegal accommodation,"Nip, Amy; Ngo, Jennifer.",5-Jul-14
3189,Lawmakers expelled after waving red cards at Finance Committee chairman: Angry lawmakers demand Finance Committee chairman steps down,"Zhao, Shirley.",5-Jul-14
3190,Mainland firms offer legal services in HK,,5-Jul-14
3191,Mainland law alliance sets up first cross-border legal-service platform in HK,"Tsang, Emily.",5-Jul-14
3192,"Group's quest to find the gems amid murky waters of mainland charities: As corruption scandalshit donations, a team of young philanthropists has set up a programme teaching the skills behind 'intelligent giving'","Zhao, Shirley.",5-Jul-14
3193,How ziplining nomadic tribesmen could help to change people's perception of entrepreneurs: Photography book by Hong Kong NGO hopes to challenge the way we think about entrepreneurs,"Nip, Amy.",5-Jul-14
3194,"Paper Talk, July 5, 2014",,5-Jul-14
3195,Park enclave housing zones reduced,"Fung, Fanny W Y; Chi-fai, Cheung.",5-Jul-14
3196,Chief executive CY Leung's wife asks media to respect her daughter's privacy,"Lee, Ada; Lau, Stuart; Cheung, Tony.",5-Jul-14
3197,"Crane operator confessed to killing girlfriend, court hears","Chu, Julie.",5-Jul-14
3198,Happy Valley soccer trio plead not guilty to match-fixing: Match-fixing trial of two players and official will see association chief called as witness,"Lau, Chris.",5-Jul-14
3199,Jail for ship captain over collision that killed 6,"Lau, Chris.",5-Jul-14
3200,Jailed Birmingham City boss Carson Yeung Ka-sing to keep his luxury Hong Kong home,"Chu, Julie.",5-Jul-14
3201,"Move to reduce five-year wait for veterinary surgeon complaints: More veterinary surgeonsin the city, and increased awareness about animal welfare, add up to a lengthy backlog for dissatisfied pet owners","Ngo, Jennifer.",5-Jul-14
3202,"Tai O's stilt houses safe despite new zoning, say planning officials","Fung, Fanny W Y.",5-Jul-14
3203,The 100-Year-Old Man Who Climbed Out the Window and Disappeared (IIB) (English & Swedish),,5-Jul-14
3204,agnes b.'s Librairie Galerie,,5-Jul-14
3205,Coco Lee + Chiu Tsang-hei,,5-Jul-14
3206,Event gives Leung taste of what lies ahead: Windsurfer finds regional championship at Incheon tougher than expected,Chan Kin-wa.,5-Jul-14
3207,"HKFA still hopes to bring Uruguay, minus Suarez",Chan Kin-wa.,5-Jul-14
3208,Horse of the Year designed for success: John Moore-trained Derby winner takes top prize in Champion Awards,"Aitken, Alan.",5-Jul-14
3209,At least 32 people hurt when bus catches on fire in Hangzhou,"Chan, Minnie.",6-Jul-14
3210,Free at last,,6-Jul-14
3211,Lawmakers ask to be arrested in protest over action against organisers of July 1 march: Labour and Democratic partymembers go to Wan Chai HQ to 'confess their crimes' in protest over action against organisers of July 1 march,"Nip, Amy; Ng, Joyce.",6-Jul-14
3212,"Make way for youth, Suu Kyi's party urged",,6-Jul-14
3213,"A Bad Week, July 6, 2014",,6-Jul-14
3214,GLOBETROTTING CHARLEY LANYON,,6-Jul-14
3215,"A Good Week, July 6, 2014",,6-Jul-14
3216,"How They See It, July 6, 2014: Japan's change of military policy",,6-Jul-14
3217,who said it?,,6-Jul-14
3218,Demonstrators plan to picket Hong Kong Art Museum's ivory display,"Lee, Danny.",6-Jul-14
3219,Hong Kong City University scientists develop self-cleaning cashmere,"Choi, Christy.",6-Jul-14
3220,Ivory trade's role in funding African militants highlighted in UN report: China's appetite for 'white gold' funnels millions to violent militants,"Harris, Bryan.",6-Jul-14
3221,"Occupy leaders risking conspiracy charges ahead of action, law professor says: One legal expertsays the moment concrete details are announced, they could be prosecuted","Ng, Joyce.",6-Jul-14
3222,Guangdong collective bargaining proposal seen as bellwether for China: Labour regulationsproposed in Guangdong would establish a legal framework for collective negotiations between workers and management,"Lau, Mimi.",6-Jul-14
3223,"City digest, July 06, 2014",,6-Jul-14
3224,Key witness in Hong Kong money laundering trial stabbed in Phuket: Journalist in money laundering case being heard in Hong Kong is kicked off motorbike in Phuket,"Harris, Bryan.",6-Jul-14
3225,Pottery found at To Kwa Wan dig tells of everyday life in Song dynasty,"Fung, Fanny W Y.",6-Jul-14
3226,Pottery found at To Kwa Wan shows city was trading hub back in Song dynasty,"Fung, Fanny W Y.",6-Jul-14
3227,Shek O beach packed amid heatwave,,6-Jul-14
3228,African torture victims stymied by Hong Kong accepted by Canada as refugees: Africanswho soughtasylum in Hong Kong for nine years in vain are accepted by Ottawa within a year of lodging refugee applications,"Choi, Christy.",6-Jul-14
3229,Blackwater founder Erik Prince to help Chinese firms set up shop in Africa,"Lam, Lana.",6-Jul-14
3230,Clean Air Network stages stroller race to raise awareness of roadside pollution,,6-Jul-14
3231,Mainland's elite forces go through 'hell' to prepare for war against terror: Gruelling years-long trainingand stringent entry requirements prepare mainland's top anti-terrorism squad for a whole range of security threats,"Chan, Minnie.",6-Jul-14
3232,Pyramid scheme members attack raiding police officers,"Yan, Alice.",6-Jul-14
3233,"Wine documentary lets genie out of the bottle: Challenged to document the rise and fall of two Bordeaux vintages, vintner and filmmaker Warwick Ross came up with a 'wine thriller', writesBernice Chan","Chan, Bernice.",6-Jul-14
3234,China must settle territorial disputes through international arbitration,,6-Jul-14
3235,Diplomatic manoeuvring makes for strange bedfellows in Northeast Asia,,6-Jul-14
3236,Dubious windows show flat buyers need better protection,,6-Jul-14
3237,"Letters Facebook, July 06, 2014",,6-Jul-14
3238,"Letters Question, July 06, 2014",,6-Jul-14
3239,"Letters to the Editor, July 06, 2014",,6-Jul-14
3240,"China goes World Cup crazy despite national team's woeful record: Estimated 600 million fans are following the action in Brazil, even though country has qualified to take part only once - in 2002","Huang, Cary.",6-Jul-14
3241,My seven hours on July 1 march was worth it for Hong Kong,,6-Jul-14
3242,National Folk Dance Ensemble of Croatia (LADO),,6-Jul-14
3243,The 100-Year-Old Man Who Climbed Out the Window and Disappeared (IIB) (English & Swedish),,6-Jul-14
3244,Fownes motivated by father Lawrie: Former trainer's ailing health adds poignancy to son Caspar's late bid to be champion again,"Cox, Michael.",6-Jul-14
3245,BASEBALL: Major League Baseball.,,6-Jul-14
3246,"A memorable detour into the unknown: It takes more than eight hours of travelling shoddy roads in a car anda speedboat ride to get to Barra Grande, but it's well worth the trip",,6-Jul-14
3247,"Moreira, the heir apparent, has eyes on crown","Cox, Michael.",6-Jul-14
3248,"Zac Purton, Hong Kong's first new champion jockey of the century","Cox, Michael.",6-Jul-14
3249,Deposed champion Whyte marks end of an era but still proud of strong season,"Aitken, Alan.",6-Jul-14
3250,Day by day sports tidbits,,6-Jul-14
3251,Drone's eye view,,7-Jul-14
3252,Hong Kong to avoid hit from supertyphoon,,7-Jul-14
3253,Hong Kong to avoid hit from super typhoon: [1],,7-Jul-14
3254,Measles makes a comeback as vaccination falters among migrant workers: Number of cases in first five months of the year outstrips total for 2013,Zhuang Pinghui.,7-Jul-14
3255,Measles makes a comeback in China as vaccination falters among migrant workers: Number of mainland cases in first five months exceeds total for 2013,Zhuang Pinghui.,7-Jul-14
3256,Stop talk of PLA and foreign interference in Hong Kong affairs,"Lo, Alex.",7-Jul-14
3257,"Talking Points, July 7, 2014",,7-Jul-14
3258,"Who Said It? July 7, 2014",,7-Jul-14
3259,"Unpaid property taxes piling up in law firms a risk as Legco delays stamp duty bill, John Tsang claims: Finance chief says property levies piling up at law firms while lawmakers are filibustering","Moy, Patsy; Tsang, Emily.",7-Jul-14
3260,"New town in northeast New Territories threatens businesses and jobs: New townin northeast NT will condemn businesses, as well as squatters, to an uncertain fate","Wong, Olga.",7-Jul-14
3261,Non-indigenous villagers lose out in compensation for loss of their homes,"Wong, Olga.",7-Jul-14
3262,Angela Merkel begins visit to China with trip to Sichuan wet market: German leader spices up latest mission to China with a tour of Chengdu's culinary hotspots,"Lau, Mimi.",7-Jul-14
3263,"Bacteria that 'eats' odour could bring end to smelly toilets on the mainland: Researchers have foundbacteria that feeds off human waste and eliminates odour, creating a possible solution to a persistent problem","Chen, Stephen.",7-Jul-14
3264,"China Digest, July 7, 2014",,7-Jul-14
3265,"High-level officials monopolise party promotion mechanism, study finds",He Huifeng.,7-Jul-14
3266,"High-level officials monopolise promotion mechanism, study finds",He Huifeng.,7-Jul-14
3267,Merkel kicks off visit with trip to Sichuan wet market: German leader spices up latest mission to China with a tour of Chengdu's culinary hotspots,"Lau, Mimi.",7-Jul-14
3268,Fairer deal needed for retail investors in IPOs,,7-Jul-14
3269,Hongkongers robbed of another quiet traditional rural area in Pak Kong,,7-Jul-14
3270,"Letters Question, July 07, 2014",,7-Jul-14
3271,"Letters to the Editor, July 07, 2014",,7-Jul-14
3272,US lawmakers should act to stop indiscriminate spying,,7-Jul-14
3273,Bankruptcies rock loan guarantors on mainland: The credit crisisin the mainland underground banking sector is hitting lending service groups as bad debts grow and insolvencies escalate,"Ren, Daniel.",7-Jul-14
3274,Mainland tightens tax noose on companies with overseas assets: New legislation requires more information on overseas investments to improve tax collection,Toh Han Shih.,7-Jul-14
3275,Workers' rights key for legislators in weighing up HK bankruptcy bill,"Yiu, Enoch.",7-Jul-14
3276,Chart of the day: Between the lines,,7-Jul-14
3277,events,,7-Jul-14
3278,Hong Kong Airlines plans dual-currency IPO,"Yu, Jeanny.",7-Jul-14
3279,Chinese demand for Indonesian coal increases despite pollution fears: Miner optimistic about prospects on the mainland as demand for brown coal increases,"Ng, Eric.",7-Jul-14
3280,Cofco sees joy in growing mall rentals from mainland cities,"Chiang, Langi.",7-Jul-14
3281,"Move on loan-deposit ratio in China comes with risks: After Beijing'seasing of loan-deposit ratio calculations, further steps must tie in with reforms of local government and state firms","Weinland, Don.",7-Jul-14
3282,"Data exchange to combat tax evasion seen affecting HK private banks: A reporting standarddevised by the OECD and the G20 aimed at unearthing hidden wealth will challenge institutions in the city, analysts say",Toh Han Shih.,7-Jul-14
3283,"Bank of Singapore eyes years of asset and jobs growth: The chiefof the private banking arm of OCBC says the sector is all about scale, driving plans to boost the number of client-serving roles in Asia","Chen, George.",7-Jul-14
3284,"IPO Watch: investors rush into 'new economy' as old industries snubbed: Bankers sprint to meet deadline before HK rule change, adding to a bulge in listing applications","Moiseiwitsch, Jasper.",7-Jul-14
3285,Business managers taking exposure to floods more seriously,"Moiseiwitsch, Jasper.",7-Jul-14
3286,"Businesses in city 'must plan ahead' to limit damage from rising sea levels, experts say","Robertson, Benjamin.",7-Jul-14
3287,Insurers wary of flood risks in China: There is painin rain for insurers that must pay out millions in claims as companies cast a wary eye at the industries in flood-prone areas of China,"Moiseiwitsch, Jasper.",7-Jul-14
3288,"Beijing's Weibo ban hits close to home: Suspension of accounts after the July 1 protest a worrying sign of threat to innovation, freedom",,7-Jul-14
3289,Beijing rebuffs Patten's 'interference',,7-Jul-14
3290,"Darkest year 'in decades' for Hong Kong press: Journalists Association: Violence, financial pressureand anonymous government sources thwart reporters; but journalists have plan to combat self-censorship","Lo, Wei.",7-Jul-14
3291,Health Authority to look into expired sutures use at Queen Elizabeth Hospital,"Lo, Wei; Moy, Patsy.",7-Jul-14
3292,Hongkonger killed on way to free hostage,,7-Jul-14
3293,"Protest at Museum of Art in TST over relics made from rhino, elephant parts: Rally against exhibition of artefacts made from rhino and elephant parts","Siu, Phila.",7-Jul-14
3294,Report on public consultation for electoral reform 'may be released this week',"Cheung, Gary.",7-Jul-14
3295,Transgender man plans to challenge proposed law on marriage rights,"Choi, Christy.",7-Jul-14
3296,"City Beat: PR stunt or interference, expect to see more of Zhang Xiaoming: Cosy neighbourhood chats all part of the job these days for higher profile liaison office chief","Tam, Tammy.",7-Jul-14
3297,"Hong Kong's 'hands off' regulations prompt growth in drone flying by amateurs: As airborne dronesbecome affordable to amateurs, a lack of regulation encourages enthusiasts - and raises privacy fears for others","Lee, Danny.",7-Jul-14
3298,"Faculties should be 'diplomatic', says HKU's new law dean Michael Hor Yew Meng: Blunt academicshave their place, says the new dean of HKU's law faculty, Michael Hor - but the faculties should be more tactful","Lau, Stuart.",7-Jul-14
3299,Occupy Central may take place next month: Democrats chief Emily Lau Wai-hing: Democrats anticipate decision from Beijing on reform - and prepare for civil disobedience,"Cheung, Tony.",7-Jul-14
3300,Pro-Vietnam protesters march in army attire against China's 'arrogant' territorial claims: Activists angry over Beijing's 'arrogant' territorial claims in the South China Sea,"Kao, Ernest.",7-Jul-14
3301,The 100-Year-Old Man Who Climbed Out the Window and Disappeared (IIB) (English & Swedish),,7-Jul-14
3302,Alisan Fine Arts,,7-Jul-14
3303,Grand Opening,,7-Jul-14
3304,"Artists preserve memory of Hong Kong through urban sketching: Informal art groups look to preserve the city's heritage through their works, writesBernice Chan","Chan, Bernice.",7-Jul-14
3305,"Hong Kong follows Taiwan's lead by teaching life skills alongside academic subjects: With so much emphasis on exam results in Hong Kong schools, some educators have followed Taiwan's lead and begun incorporating life skills into their curriculums, writesLinda Yeung","Yeung, Linda.",7-Jul-14
3306,"Health Bites, July 7","Knott, Kylie.",7-Jul-14
3307,Assistant starter leaves Hong Kong after stellar racing career,,7-Jul-14
3308,Aussie rider keeps battling to victory with Real General,,7-Jul-14
3309,Half century for Teetan as Sun sets on first season,"Cox, Michael.",7-Jul-14
3310,Luger bang on target to be next local sensation,"Aitken, Alan.",7-Jul-14
3311,Pure magic as Purton helps German reach benchmark,,7-Jul-14
3312,Smart Berry looks Forward to the future,"Cox, Michael.",7-Jul-14
3313,"Stable stalwart makes all the difference for Fownes: Flying Keeperhas been one of the season's most visible horses, starting 23 times, and his victory in Class Five set up a thrilling title finish","Aitken, Alan.",7-Jul-14
3314,AUSSIE RULES: Australian Football League.,,7-Jul-14
3315,South China land three from South America,Chan Kin-wa.,7-Jul-14
3316,"Fownes grabs trophy in trainers' thriller: Battle with Sizegoes right down to the wire in fitting finale to great season, which also sees Purton break through for first jockeys' title","Aitken, Alan.",7-Jul-14
3317,China opens stock market to German investors,"Huang, Cary.",8-Jul-14
3318,HSBC downgrades outlook for Hong Kong economy partly on Occupy Central fears: Banklowers itsassessment of stock market prospects over fears about civil disobedience - but Occupy insists impact will be temporary,"Ng, Joyce.",8-Jul-14
3319,US workers cry foul on 'cheap labour' visas,,8-Jul-14
3320,John Kerry in Beijing for talks,,8-Jul-14
3321,Museum ivory protest misses the mark,"Lo, Alex.",8-Jul-14
3322,Who said it?,,8-Jul-14
3323,Beijing makes final three on shortlist for Winter Olympics in 2022,"Wu, Nan; Associated Press.",8-Jul-14
3324,Hong Kong Monetary Authority chief pledges support for US dollar peg,"Yiu, Enoch.",8-Jul-14
3325,"Hong Kong's faith in 'one country, two systems' is at risk, Tsang warns: Legco president warnsthat a failure to achieve universal suffrage in 2017 may shake the city's trust in the 'one country, two systems' formula","Cheung, Gary; Ng, Joyce.",8-Jul-14
3326,"China calls on US to 'correct' hacking claims, stay out of maritime disputes: Cyberspying allegationsand American role in maritime disputes hurt ties, Foreign Ministry says ahead of strategic and economic dialogue","Ng, Teddy.",8-Jul-14
3327,"Medical lawyers pour hot water on rumour about Good Samaritan doctor being sued for malpractice: Providing emergency help in good faith cannot be cause for malpractice lawsuit, experts say",Zhuang Pinghui.,8-Jul-14
3328,"Medical lawyers pour could water on rumour Good Samaritan doctor sued: Providing emergency help in good faith cannot be cause for malpractice lawsuit, experts say",Zhuang Pinghui.,8-Jul-14
3329,"China Digest, July 8, 2014",,8-Jul-14
3330,"Top food maker, Fudan University flagged up in graft inspection tour","Keira Lu Huang; Zhou, Laura.",8-Jul-14
3331,Japan needs to mend fences,,8-Jul-14
